# key|value
95487|11543
58416|10396
7180|12737
86855|10848
69279|9420
20967|6207
96487|7636
62662|10772
26350|13443
60716|14383
30496|9773
15246|10289
33388|10909
80316|12478
82010|9814
145|7615
81151|8699
71437|6202
76450|18087
88203|11825
44139|12165
31425|7235
62882|13820
10896|8228
84678|10694
14286|10250
37083|6530
89402|10758
44284|11351
51062|8976
86446|8688
85253|19538
85084|10305
56035|804
85485|12573
72147|11496
75788|12431
71956|8090
69802|6419
11032|8285
53771|12269
44722|11340
33472|8782
37524|10013
56870|9740
66073|8801
18702|11407
20596|9810
22508|9979
62319|6789
15005|11263
80640|3950
59864|11840
61541|13940
61218|12846
65192|9436
22635|10380
34795|11155
2596|11631
74459|10624
51834|11809
93232|9494
22260|11447
16129|10088
7648|6479
20601|6882
60114|7000
89454|12953
50474|10016
10145|13426
68525|13763
65670|13279
95799|8661
39560|6935
58601|10670
3997|9161
93936|10448
4642|11159
91376|10095
40586|9109
11144|7045
15859|12099
81590|10239
40080|12877
98174|7058
23715|11715
55186|8758
25251|11464
54240|9778
10481|8319
31563|8818
31386|9888
39820|10283
92890|11312
84685|7550
67650|7800
18199|8299
42433|12076
1895|7255
23980|11975
90759|7606
21171|11997
45554|8759
30356|10331
7176|13881
3733|10005
66685|6429
38092|8404
33162|13557
44124|8169
42824|10371
84641|6646
92234|15638
27046|11624
21689|8997
2727|13153
43919|9842
82689|10749
35820|15174
76307|13500
69945|1545
90777|7758
89215|8012
1323|10588
27215|12728
53215|11725
83590|10069
93680|10757
39421|11358
31761|11062
6969|9745
22554|11270
96334|12160
22169|9491
84148|10920
52888|13600
99031|10614
49898|9555
17661|9867
68282|8015
7535|11404
92820|12808
83496|10238
58803|12836
80046|10387
67455|8277
59388|8819
58988|13948
3703|6026
35609|11955
76163|10674
46495|6193
99905|8055
45258|9968
89125|5996
97953|13169
26888|10355
89348|9309
30341|10801
47356|6380
65288|7104
82325|12659
10727|11933
27358|8758
12620|8131
40698|6732
67885|10241
66274|13782
47609|10795
10461|11554
90280|9401
85215|11892
43998|12072
85433|11991
31221|12898
37928|10844
18384|9986
46187|10381
10092|10648
52583|11562
3686|6704
24950|12504
40304|13201
44211|8535
2696|9867
70800|13455
44703|7892
2784|12378
75009|7799
68150|9423
92214|8623
10550|13984
71851|7917
13978|6364
89347|12653
19415|11596
31195|7110
9746|7176
62397|7299
59658|11494
89420|8402
93480|9674
31102|13855
31723|9664
43323|9927
35395|7826
53273|11054
83296|11089
675|8726
71816|8491
6295|7134
38951|7971
82596|8019
95540|9051
76033|8830
33346|10968
15990|6253
60568|13694
50227|11221
6178|8881
72023|10605
42313|10293
92988|13318
9993|9620
62636|9254
33975|8819
95138|8487
42377|8798
19269|11926
38766|10817
80146|11914
96355|8061
51012|7221
43134|6104
97443|9284
52097|469
4775|9519
9475|12846
99745|6328
54642|11122
65291|8053
96904|10445
63047|12773
35356|11837
22830|10090
14269|11328
77721|9847
20510|10126
88916|7025
53260|12055
2494|9413
43436|8923
77639|8256
75267|10445
35223|11335
16733|10311
98470|11665
15493|13608
96569|9071
22314|12066
15264|12588
5784|9799
4515|10604
85827|8101
69056|15750
28011|9786
89447|13588
28776|8525
58622|11097
5203|10820
22624|7195
61458|8621
89513|13734
14159|8287
25954|13444
89396|6021
85004|9580
3501|12499
40602|7083
65234|8079
32873|9351
98664|12675
9665|11830
63428|9888
72842|10789
92440|8692
74351|13967
37421|10292
48776|10975
59737|8608
3465|10018
21924|12424
54271|13709
33238|11132
63597|6848
82068|11848
42858|10482
470|12529
38283|6160
20240|10003
36809|11565
54031|11855
81658|7747
53411|8969
65278|19947
69018|13048
2594|12137
42681|11850
38498|7647
11069|11622
88718|8573
53763|10423
85062|12250
68970|2557
52661|6313
97047|7757
47815|12735
76734|7497
69215|10613
82091|8524
18230|13053
60148|12314
24563|13020
43952|13784
83485|8953
20384|11792
28378|12921
28142|9896
11009|11502
98835|8311
47266|10834
24920|9238
65196|10273
95310|6996
3085|12548
42706|8152
36678|11455
2897|8348
55131|12691
83100|9667
12518|11205
38382|10370
82996|8070
46401|8713
65652|9299
76039|10439
25352|15996
25751|10172
70347|11808
98806|12671
10780|10543
10471|13305
10895|7141
6616|13190
38986|9999
58002|8444
33936|8669
38364|9219
22178|8130
82364|12332
8458|2003
56973|1759
83316|8776
77775|4898
16506|6161
98739|10418
95983|11466
45722|3574
39215|6146
46800|7154
8856|8443
2467|8115
28598|7062
74807|8134
74285|8702
61272|9264
8781|10023
47686|6653
97466|9318
25022|12376
67863|7053
951|10139
18017|10927
32291|9492
78416|7725
71174|8250
48493|11052
6397|10186
74787|12224
57571|8491
50176|10141
99705|10931
88237|8319
16974|12536
50863|9937
14331|10752
59678|7131
32597|9552
25295|11786
34547|968
54154|6645
29436|9725
82635|10029
58220|9615
44503|7553
53820|8743
64441|12181
88977|8111
93314|9900
62764|9955
70252|11079
56620|6458
26211|11615
50710|6596
82925|9833
4146|11510
55117|11897
13864|12843
30401|11218
14131|11627
10497|11553
49943|10551
79|11111
52010|8780
19369|13296
46776|10205
25273|11124
77163|8739
32191|10013
16830|10286
83111|9264
25814|11627
27795|9997
30223|11053
81784|10280
39893|12742
24803|13754
31492|10817
7233|8047
35982|11860
31804|9814
49593|7488
88711|10308
11988|13694
40064|7928
49646|11331
425|13748
37308|9043
10057|6384
80350|11718
73676|6802
12435|11934
21000|10929
9369|10758
21374|8889
34910|12802
85166|10134
829|8950
55869|11774
32441|9830
47229|11301
43588|6230
78277|9693
91619|6848
67992|7354
15823|8457
37113|9908
98800|12421
71725|12414
38001|9988
58793|10824
14251|10999
31981|8053
48746|12394
50096|9204
40987|8290
2676|7280
80317|6489
26178|4832
66662|8185
74935|9214
33259|12408
72691|8573
33112|9297
38366|11563
81283|8236
68922|11518
97289|13309
79842|4017
47244|10365
54900|11323
41874|10574
65384|9903
66141|8477
15999|9547
72672|10221
23831|11605
72693|8784
5286|10449
5126|6261
18733|10414
42539|13604
62669|11998
45682|9399
44787|9742
13368|8011
28160|13112
13926|9929
29135|11382
2376|7097
88965|9779
46629|408
13764|11306
28704|10311
55381|14591
22753|10328
45542|8266
56349|11524
80949|11947
27037|6453
56759|9329
63642|11512
71766|6429
76823|9184
98623|11681
53567|11661
15857|6895
30501|9139
18372|7101
52372|10137
89509|13610
29165|9718
54303|13003
39490|9641
49267|7437
15982|8908
38293|7502
18718|8406
84546|8961
68253|11567
50959|12478
6806|8910
19443|8238
38728|13181
58025|7347
74943|12590
62157|9034
97276|11036
56709|6953
53982|10851
4536|892
74037|11875
14430|10181
7330|11760
67926|8577
39331|8807
67490|11686
67078|13766
80629|11554
51607|13469
63408|12079
2363|11977
12190|9726
31528|11487
50729|11072
51792|8643
23734|18225
63335|11012
75542|13086
88286|9837
76730|8279
79166|11453
81849|11888
73901|8612
89710|12812
41867|7846
39757|9690
27824|7365
39087|11364
23912|10324
18043|15928
75123|14691
59917|9656
76621|12986
66558|13903
89073|9832
84865|10954
96233|10029
38719|7161
74889|11043
84443|9504
70288|5303
82246|9227
90029|18147
96333|7680
23523|6677
8857|10886
533|8267
19652|8727
12866|6333
37594|8777
18692|8757
76068|11246
63242|9822
34546|9339
71442|8913
44412|13797
57109|10482
50476|8157
54636|10488
41125|8337
44328|12548
79693|8590
89448|10710
64028|12638
89680|14594
36036|7675
13909|10164
19458|6386
89378|10649
60311|11141
49627|11397
80204|3021
33418|13211
66847|11092
41631|10234
91910|12134
14476|10023
3260|10355
44773|8240
31012|8251
77880|13479
93646|8170
68279|10964
51906|10882
38193|11015
18413|9735
55902|13103
59941|7250
60799|11519
58944|11221
99987|9954
89927|10033
61136|8621
63767|10906
415|13074
17895|10325
48722|8853
71796|10835
38952|8328
35518|6390
23385|8625
20715|11408
32238|12172
35271|8075
37664|7093
79461|11134
48176|12728
51629|7878
60796|11222
20813|8441
18999|7946
88742|10221
19655|7503
84331|8290
90287|6259
81868|12333
28966|11117
56432|11985
63502|13964
78998|12944
11872|10690
36041|6098
17604|10498
49775|7968
29214|8946
48204|14500
43376|8124
39874|10726
70005|11555
55203|9306
88650|12838
86738|10411
69845|11049
18960|9071
7512|6623
4381|8219
49061|8922
6609|8523
94251|13397
80339|12735
13249|12758
80939|11686
88471|8665
76387|13270
84555|11355
47848|9144
4673|10294
9896|13679
87407|7936
67828|18955
64961|8570
41406|11900
9085|10381
8314|16546
23231|11450
44076|11742
94127|10714
14123|8107
35876|9821
93395|10308
36911|10356
67814|8738
79457|10784
88954|9417
54299|12808
54692|10945
83754|9923
14628|6660
48891|7480
84208|8002
41085|8964
83041|10649
8169|9846
55498|11121
39346|6485
64718|10032
43375|9026
22734|6055
53761|9122
18353|6422
82183|7843
56015|8329
50900|10592
26045|11466
10759|11037
25339|9797
89929|6122
46731|11068
55736|11254
6140|8490
39788|8660
79768|6212
47643|8845
86063|6974
33932|6964
15261|11551
1505|8593
42323|9658
3714|8045
73473|7840
44929|8893
89732|9264
57656|11674
23976|8235
43163|11247
94967|10331
95801|8284
62134|8227
3237|19712
97181|7649
57411|11024
27094|8745
14418|12212
40061|8821
21356|10604
39611|6986
14148|2827
34178|7890
65070|10580
47002|16724
86122|8645
95095|13129
84706|8003
89208|8847
51444|11736
52849|10343
63118|8300
99595|8011
38521|16109
95836|11298
19387|9697
62441|11423
20871|11151
65316|11422
91714|9005
9055|8013
80200|10663
19097|7258
39597|10116
99641|8095
43069|10117
15996|13187
76470|13799
45191|13579
55465|8510
44571|9117
3953|8164
35089|9837
86894|6332
92656|13387
7688|11000
16572|11384
86572|10733
14589|7803
75571|9071
23891|12065
60660|11336
95705|8342
39398|9734
868|15488
83329|13544
74329|9055
86497|10606
75853|9650
91402|11645
66438|11451
70406|11065
92371|13344
12347|12193
52526|10795
34414|6032
66544|13150
37062|7723
44168|11316
15191|8192
78409|11310
40480|18200
64973|11110
62289|8632
42907|11903
88347|8930
61644|9841
45656|16076
61515|12700
54230|12235
63347|8457
29323|10828
49023|11866
45135|11714
59270|9300
32065|11041
29402|11379
91614|9708
13975|16999
34697|13334
29078|11682
36764|10184
32031|8005
65582|13912
54545|8393
3803|13260
95616|13881
68364|7293
25412|11121
17964|6215
17013|11636
94353|11023
57807|11939
47175|10480
71148|11278
75864|8899
99035|9283
13281|8374
27276|8654
99409|10713
42959|9105
12078|11823
58450|7747
20838|6637
3668|19321
15519|12939
98311|7575
41764|10495
75246|6524
3147|8178
60206|9294
41569|11175
70854|10913
61182|11663
30660|12632
82722|11387
39001|7893
44167|8435
35153|9486
36942|6321
91414|10090
70513|11335
44604|12702
59423|11795
81512|13964
11601|9524
21407|12393
37322|13322
58763|10203
53516|11243
14899|12376
80162|10956
30905|9056
35337|6119
35769|8994
93237|8842
97877|1007
46084|11442
3229|11650
42173|6473
6654|12224
39806|11172
39489|10186
60229|9673
4114|10013
26587|7244
34624|10365
3992|9339
2815|8737
22699|10579
20239|9668
97697|9175
7490|10516
75234|8078
86514|8236
50563|9021
76084|11381
87417|8990
10036|10471
44936|10578
36452|6376
69849|10460
86652|11574
43880|11172
34092|9661
11086|10429
91903|8318
16814|9566
96030|3384
30806|11357
86231|8871
43317|10237
433|11836
93542|9684
14448|10947
43583|10344
33892|9636
40035|10619
63993|8204
59357|10081
82740|12542
68325|8094
69738|12285
82038|10513
40074|9987
83278|18536
14698|10490
64990|12730
54532|15450
22792|6011
88343|13697
76980|12421
78286|6365
15724|9875
17634|9685
83852|12647
50680|10443
84212|8951
34721|9238
233|13602
12802|8250
73143|10180
54130|9632
2670|954
81707|10454
79827|13484
2316|10579
8508|9384
89802|12416
17624|8003
54852|10663
47241|12302
77392|13789
55915|12620
26091|9479
66830|11497
35825|8062
36020|9942
14774|7879
87703|10981
24241|748
6559|8871
48326|9908
86350|10895
68223|11403
86930|13524
85521|9587
37033|13515
38241|8258
79180|8478
72561|11671
64508|3560
68630|11093
34609|9598
82459|6431
90786|9948
17048|8644
14178|4333
22888|12731
98697|10587
9259|8923
25868|10475
53993|4155
75954|10888
5566|10231
11835|11674
31869|8022
82121|8501
57042|13913
87049|9046
25697|10024
22348|10472
39066|10721
59446|9382
1269|8853
72709|9948
1733|10893
32688|11278
26495|10011
66565|7950
97776|10619
29650|12223
42277|9071
93257|13082
96388|9137
77134|9521
53899|7932
45645|13683
18076|10407
23036|13335
72626|13639
37081|8845
46612|10692
24387|11758
50237|11379
29705|11718
82987|16904
72537|11095
72501|8157
19807|7147
54039|6751
21393|11247
37042|10536
9938|9775
3136|9630
16658|10338
83009|10172
63399|12909
65435|5222
44983|10081
97939|9959
29269|13417
4965|10310
11839|13241
66767|7972
21211|6344
42866|11025
64734|11681
5117|6137
27693|6193
5657|12944
16059|11411
65337|9438
94324|12636
76904|7139
13346|11886
88263|16037
86354|7231
81441|13586
42423|6459
25426|5419
43974|8957
94352|8813
74982|6209
72335|10429
47901|9557
36488|12281
9504|13306
5136|11077
60557|8382
95208|11316
71990|8723
95777|11376
5321|8829
46551|7681
41592|8483
53946|7089
71758|10353
2520|11548
56942|11200
21533|11746
37538|9240
66083|12798
58597|6368
84295|12065
64227|1157
53290|10815
45597|9067
69368|6580
25706|10434
36209|17467
5028|7404
24555|9009
99815|11063
35420|13140
15500|9404
47849|9893
14859|9855
60315|7515
62657|9504
39722|12937
79935|9293
90127|10930
29779|7531
24405|11131
9481|7453
1559|7640
92886|11646
99535|9216
50782|10787
47875|8374
78839|13793
47219|9622
30080|6792
99648|11711
40896|11394
27279|7315
77343|12334
11637|9455
66450|14563
2973|9359
71477|8488
42892|10356
51462|12022
52363|8832
4083|6766
50165|19732
20147|11519
74860|6879
88086|10029
72002|10058
28539|8639
56162|12992
85146|11852
33355|10124
51969|9485
96802|11788
3062|9642
95321|13770
23372|12570
25341|10817
72761|11263
19355|9446
413|8813
60076|11154
94286|8786
21328|8988
8537|11765
15711|11303
35041|9517
47207|4100
22679|8547
14648|6543
91058|11401
94465|8629
73272|7930
16264|11267
34528|10142
58480|8667
86216|19073
16281|10360
79555|10386
70247|9744
38033|11364
39755|8521
84808|8500
94284|8954
92832|8236
29296|11714
12887|19804
51112|11031
46060|8276
60657|9224
32054|9238
73141|10174
88851|6239
78533|8128
51276|8860
27684|13879
24614|7343
23107|8925
30718|10286
96439|11559
78305|6121
3524|11574
89223|8754
20717|11706
98404|9062
50241|6876
70602|17942
29936|6841
21562|11590
78525|13715
47006|6270
99229|8599
79463|10611
67693|8425
83511|10070
86822|6298
30707|10159
974|11293
29320|10835
92825|8259
29771|7475
47853|7626
53197|6797
59706|6360
74567|4702
50927|3295
38374|10929
30216|11355
65674|11648
70321|10940
33066|8794
45143|10317
40804|11822
29301|6520
32051|10798
60544|11257
22530|8958
55613|12215
17846|10923
73175|13187
58160|11887
92161|10431
75071|8589
14931|8258
45965|10839
63860|9151
54221|13672
35635|7873
40196|11596
47001|8234
32899|11990
48095|8424
81469|8071
76011|10667
89543|11876
68893|7072
8526|6810
11175|10654
39077|7564
1594|9345
73422|9877
53773|9467
50233|8161
78267|6750
32770|11217
353|18299
22789|10133
12663|13579
26649|8779
18098|11238
1976|7319
19484|8817
81853|10458
77475|11637
63199|11070
80459|12197
85702|11148
12203|10709
16223|8788
57849|9657
45568|11806
10302|11574
42604|9775
7783|12891
13209|16870
23780|7691
67419|11949
67615|17894
10861|9596
30799|7582
33544|6938
50123|7477
14719|9650
58532|11944
14605|6333
7078|13163
81295|9925
220|9290
41737|6089
71698|6944
36824|9748
39442|11225
64194|9143
8176|9419
30089|8078
86376|9017
86972|10487
74392|11535
35188|8791
92552|8115
58860|11716
31659|7754
54951|6785
9046|9046
56468|12836
29997|11805
59629|3950
51956|9398
58647|13232
94370|9196
87688|11106
42564|6186
8265|11288
18554|8473
36600|12201
11752|8996
64063|8900
41224|12735
56980|12439
6009|11624
40163|8691
52641|13427
30889|11307
36484|8653
23055|9610
68897|6612
18302|6348
24900|9858
79291|11601
15404|10292
4152|13467
34980|11636
14011|11127
82329|8522
33681|8867
68370|8969
40387|11039
28561|12099
94396|10490
97316|13728
35739|8516
26895|7869
65332|8929
4283|9246
51610|3805
32612|11590
36263|7311
68460|11670
66217|6948
36314|9764
60781|10893
80843|11634
67041|13515
22937|13426
11831|9191
31991|12087
77050|11046
14749|12647
28715|1826
75098|13329
85026|7352
23716|10579
57547|12949
49481|10345
86571|11764
86247|6676
52079|13003
52317|11046
15962|9037
67570|10634
36647|12717
20084|8018
91490|8554
94740|9227
98050|13253
98306|18715
63941|9348
39691|8279
26528|8155
12570|9974
42272|6616
55345|9453
71311|9930
35110|10476
16511|11953
31105|11325
12461|5023
67218|11505
35072|10406
30202|6368
81126|12351
90941|9179
37427|10308
16689|9626
1961|11594
88328|9664
51318|9098
87590|12380
5473|12117
3318|8298
86598|7639
90499|7441
64331|8607
99414|9252
98743|10349
32389|8083
37291|7750
88193|186
10881|11290
13847|11795
55819|9339
31393|10584
94595|11624
91219|13296
81860|10353
4809|9286
92763|8617
21338|9588
35002|12376
79932|13523
36284|11948
13376|8634
47933|12154
58560|12702
87723|9549
61399|9123
91704|13536
41464|8435
2292|18056
33384|9199
36963|10810
76034|9228
47860|7467
98687|8479
3526|10867
83085|8845
1372|11667
16519|18588
84203|10214
73027|8916
88386|9788
32017|10116
54531|12659
95443|15
37341|12240
30157|9857
90422|12759
68886|15648
47133|7630
38683|7786
15340|10280
1529|9889
39586|10741
84304|8068
77047|8966
5198|11972
36541|8216
42495|11270
87836|5515
53852|10358
40810|13145
63930|9602
14571|8497
30830|10699
52498|7390
21029|8631
66784|6605
28956|9684
76885|6775
85787|3398
12770|9580
50887|8448
29909|10145
33722|12370
53971|10611
5294|6487
50243|10396
18968|7876
62840|9401
31066|11975
97213|10927
65960|9050
35678|12907
12552|13097
71440|11967
10919|11832
11714|10383
24425|9599
96537|9149
73333|8466
61854|6215
62790|13648
730|11037
4745|9987
13605|11490
90506|9693
26448|10946
72301|18815
57586|12925
5127|6551
84803|13244
41536|11040
34416|16428
68502|11137
89562|11937
45414|8773
93645|6125
51765|8935
394|9147
15366|19611
40435|11220
27464|12907
32896|10176
59939|10236
30274|9299
92192|8886
62149|8718
89327|8800
46099|1355
38731|3299
53827|8530
32217|8400
43476|11479
8249|8219
57540|11519
67355|11618
56539|11324
94785|9678
97682|6906
75359|7152
23590|1871
3080|6302
69912|11819
61061|13083
21342|7895
97173|10370
71251|8524
23326|10310
88082|9305
92088|9139
55934|8232
33218|8117
61581|8710
64894|11839
44551|10592
1353|7890
50423|10430
20130|8805
13417|12523
36348|10372
70516|11859
20714|9874
67671|10121
95576|10596
44611|7037
28874|11652
93735|11148
46489|9930
60312|11190
90841|13143
32623|8039
64139|11031
75746|6627
17046|7223
99427|6652
65922|11000
62477|10110
8|11392
51159|12165
4232|10930
2442|9622
76147|11219
19255|7848
8579|11962
51168|11960
65889|11262
27771|10963
92034|10381
46379|11491
27168|7667
33976|8472
25519|11543
84151|13710
30137|15896
84163|18356
83221|7056
52718|6073
57137|8889
4736|12201
44329|8569
20990|13293
89214|13037
83899|11437
8622|8771
59436|6378
34183|9418
71132|16377
56051|10771
562|8992
64485|8619
41912|9028
36445|8371
78668|9294
35422|9064
63544|11143
53466|9649
63867|8830
28844|7620
39414|7489
23076|12606
59841|9145
78997|11969
32529|11179
91164|9883
29675|16776
58570|9857
39758|8209
72928|9772
94524|8537
50823|10498
43100|7946
15436|10375
42617|8966
89036|10933
60292|11782
80914|6586
90784|8142
80945|15483
34562|7650
11236|10502
7156|13366
53477|9857
5909|11549
77274|6639
76892|10441
64622|393
53210|11261
51791|13405
51226|13957
83334|8303
2177|12441
61947|7472
178|12897
88283|13670
97091|9439
53329|7612
12969|12709
38771|8726
6446|9770
32678|13273
99316|12884
67130|12260
16285|11970
92571|8750
33711|9135
29918|8143
63250|8582
42059|10915
77234|17117
29897|9500
6507|12085
68089|11554
90828|11116
80338|11120
78214|7886
90668|7418
89405|9307
4981|8904
40445|8534
6718|10221
52931|11568
11248|11752
59995|10971
95254|8807
63359|12015
29399|6898
93933|9698
78261|10939
70099|9411
94880|11677
14612|5418
56159|11859
26714|11374
89191|12412
24557|9111
85195|9997
67766|12279
64703|8241
42895|9474
12920|13769
37834|11463
82488|6818
30764|10527
18104|9333
44476|11866
75583|9930
45759|8383
96407|9395
42675|9954
17023|9892
23398|8444
64454|11950
83781|11244
85614|12760
61513|11885
45012|13683
24853|9730
77621|10112
71452|10787
57194|11148
64810|8810
32115|10705
71322|5339
36231|10760
59089|9510
45941|8460
85682|10261
84982|12497
62069|10078
46231|17716
55126|8545
68468|13842
67154|8338
59325|8836
50299|11732
84225|10030
68522|8185
39702|13678
65052|10603
16122|7664
36598|13587
73958|10635
51344|7033
23775|10936
87855|11015
45064|10867
90642|11636
44461|10485
70091|10843
74965|11659
62729|8879
34573|12053
71192|12007
78161|10379
92946|12413
5778|8085
469|7563
23655|9459
43662|7343
27454|7277
13770|11528
7374|9155
73070|9268
52983|11780
62805|9080
62498|12886
15736|12158
64653|10657
64424|8425
33116|10583
12782|9533
14305|8677
67174|9403
97020|11267
54083|12093
37711|11761
84177|8793
61948|11450
67787|9145
4347|9475
1124|13569
3977|10684
74297|11448
84062|10880
17093|10299
59258|11689
48040|8657
19092|13257
73329|6111
18096|13415
55010|7115
43887|11942
97247|18432
12761|9871
96266|13790
36921|10479
36859|7476
75078|9387
88698|12086
69556|12858
22563|8797
59003|8623
86090|8411
24711|23
91084|9217
32168|11200
10077|8273
61537|9642
64021|9970
97741|9873
27573|12675
54563|10461
12769|12304
66386|6787
99307|12091
59315|10888
53614|6919
40103|8078
2718|12595
21811|12992
88575|10827
90158|10156
77034|3844
59010|8636
53399|8835
69314|8085
69700|8588
8117|9155
12638|10126
8545|7283
12499|6176
97472|7369
54972|13873
93617|10378
45527|6005
69751|7680
51214|9229
62223|10436
41057|8222
60624|8748
24066|11999
36702|11583
71082|10996
50857|8421
7033|8874
43261|13507
61917|11065
51443|10284
68311|11607
79806|11922
30003|11823
75951|8082
44308|9351
59198|9146
54206|9279
82090|9702
18313|7610
44283|10476
75358|7603
69498|9001
18108|11245
29767|12316
83235|6591
93847|9691
75218|9506
58384|10009
98855|9086
2749|11405
31282|6177
46097|8961
79707|11843
69059|11431
52751|8932
58322|8349
96558|12200
87009|13279
4314|9106
44826|6628
67538|9065
10926|10749
45008|11678
3817|7282
56754|11039
81526|8052
10250|11927
46279|9704
67048|9104
51731|13055
60750|6752
47045|9578
6032|9220
70563|10247
76733|8779
10596|10489
50414|10049
5567|9293
24878|7137
21828|8481
75465|10684
41240|5807
24794|12739
52127|12095
720|16157
82958|9560
96295|11072
68463|9803
90429|13622
93858|9031
12910|10467
7349|8354
73589|12238
2243|8841
64055|11110
19208|13691
57666|13518
37578|8123
34979|7263
60371|8887
5938|9500
42680|13821
55705|13685
93511|13133
5080|11241
6929|8733
5709|12222
54986|3837
99230|12050
61453|10381
87236|8323
94162|8222
76747|9962
95638|10370
67281|13138
77087|7237
12993|9452
12721|13156
88455|13864
66771|13568
22592|11087
52607|6288
25947|12942
92824|8693
75940|8337
24918|13881
38284|10224
65108|8187
60468|12046
61368|6866
75592|9859
77428|6463
72329|12992
90085|12917
73942|10915
21947|13004
23319|11807
74714|7291
31006|11329
89050|9963
50622|10456
45486|10273
19079|9651
9327|10242
64053|11175
14370|12696
88942|11580
78207|6498
25064|6440
83027|10510
47891|9208
11512|13269
87745|13210
21570|7837
49183|9889
3731|8947
69160|9140
4987|7931
65905|8068
36374|8329
52731|6126
19331|7369
81809|12711
91988|12191
43151|11347
24522|10901
97526|10094
32493|10422
29662|9932
4150|13006
65921|11326
73666|9798
29846|8574
75273|11450
41298|10331
79763|8025
11496|9543
4570|7869
18700|11500
14017|2579
60927|9126
487|13224
83366|9883
27141|10703
8758|15284
9635|10995
82410|10712
2353|11680
3052|11805
76962|9708
83888|10626
51565|10187
26327|12388
56333|6071
41837|7399
3825|10004
94556|10871
3601|8195
77911|8242
32714|7464
49113|13845
79059|11352
46916|11599
5181|11451
71141|8052
25476|11817
91155|10419
15149|9969
91268|7680
99182|11910
48160|8799
8743|9365
37380|10824
13390|9927
99748|10232
97763|9624
33057|10318
8802|16338
61115|13657
22150|10834
540|13998
43664|13069
60102|12668
22372|9617
85114|11865
22648|9617
99713|10691
55615|6152
86311|10712
66114|10434
66121|12189
52909|11560
53324|6352
9986|6581
77317|10103
9519|11847
97073|7859
13729|11355
84276|7881
47268|10489
68946|11923
87105|7723
69201|11843
33518|8979
86042|1104
74777|10176
46968|13245
27274|6523
12341|10692
14512|11512
76941|7951
20806|7299
2954|717
82894|8878
38895|8416
45198|11696
35319|11213
93473|10686
1812|9436
36407|7558
67142|13980
26937|10582
42470|17923
9760|6749
22025|10693
15502|10314
36399|12333
13606|7723
31945|12868
65700|13736
7037|12022
27889|11662
57903|10924
31403|7289
67596|13431
52550|9366
46210|8733
62546|9969
33019|11439
31785|8145
57329|13763
4851|8493
61264|9033
40054|13063
47215|8847
47279|9196
29049|6774
56965|9321
65054|11723
25490|8252
2350|9693
63337|11348
33918|8733
38749|13070
62216|11558
43830|7543
67430|9109
88472|9364
98037|2708
9439|9334
23424|10821
36796|9096
35373|7753
10368|11376
85849|8116
29698|8602
92124|10484
54635|10590
3822|9115
69917|13762
8185|9061
41877|10157
49847|13247
39591|8660
63679|9907
10416|10232
92662|6343
89382|7686
10324|12182
22037|9340
91241|11696
15409|8148
54848|9655
11600|9609
50591|8645
94140|17077
25446|9864
30315|11513
77433|8226
5664|11102
9115|7717
97912|9553
92716|6082
34645|9543
71535|8482
7900|9813
44789|5835
76673|6379
33100|6732
28144|8774
13824|10407
76696|8615
52862|12084
65346|8140
7632|7981
82578|9858
23112|8952
39064|6433
68615|11613
51631|7123
21326|12166
3614|18205
26441|6490
54376|11739
18673|11332
4667|10538
91979|11706
85076|11084
98193|13380
92269|12565
36228|10098
19252|11732
22126|9191
50811|9651
52817|11778
68651|10468
9215|7432
60402|7350
25968|11037
34930|11675
62609|6310
84462|6957
96336|6076
16542|8647
66956|11173
46119|7761
32566|7887
66596|10331
64318|8316
58566|9491
42786|8137
87751|13868
24412|6346
96118|9219
16390|11732
1071|7215
56299|11652
69180|3493
31414|9892
13433|10198
19345|8074
19923|12907
27297|8197
64132|10424
77106|11519
70852|4214
41907|10678
18299|7436
9252|7551
77728|13122
10571|9506
41219|11161
93183|6791
99337|6636
63806|19910
29794|10028
84609|9116
70935|13401
67358|10944
29223|13588
94378|11938
84111|13037
65103|2455
73682|11701
23465|8821
3012|6223
20730|10148
18315|11919
36342|9858
23457|11018
44831|9306
576|8955
15911|10926
77656|8016
699|18550
49418|13390
64463|6196
33026|13749
33070|11435
98610|12058
12202|11574
37422|8863
23344|10023
42789|8612
80498|10230
25737|11689
63929|8052
58547|6895
48784|16169
68862|10479
34949|164
79642|6755
29639|9983
5633|9540
52224|6101
61953|10185
25793|12363
15903|11803
46021|11810
26632|1507
31024|11496
83993|10097
34181|11544
30894|3732
47833|13852
58999|10670
31192|8120
1453|10063
73732|9197
95473|11360
78060|6986
91942|9712
59558|11495
22672|10850
22653|18494
88801|8263
26541|11950
835|10293
96821|3495
39172|6455
28575|9124
1962|10797
27750|11530
25785|11731
77670|17969
47344|7082
34442|2037
92998|11835
12976|9549
62193|11809
75892|15229
6955|10722
63854|8720
47345|10478
81202|8140
69661|11492
62541|8203
29713|9022
51948|11974
22659|7919
21232|10510
72144|4592
83340|8704
10377|11591
2967|8131
64473|10186
34075|8701
27810|7451
65935|10492
86874|10932
28533|7633
59897|12669
47435|10087
35600|9134
46218|11145
4614|11550
96816|9245
29774|8028
73366|8608
32153|13025
36211|8713
78435|13919
94384|8331
54638|10821
76297|10042
96408|10756
23712|9607
43226|8591
10246|8107
10499|11979
14662|7815
23081|8407
